0,17.503101,13.560207,7.7400146,24.28,24.28,46
1,18.614159,15.2308655,10.334664,21.66,-2.620000000000001,8
2,18.614159,15.762185,11.665615,22.08,0.41999999999999815,2
3,18.614159,15.913225,13.538059,21.48,-0.5999999999999979,1
4,18.614159,15.913225,13.538059,21.48,0.0,0
5,18.614159,15.913225,13.538059,21.48,0.0,0
6,18.614159,15.913225,13.538059,21.48,0.0,0
7,18.614159,15.913225,13.538059,21.48,0.0,0
8,18.614159,15.913225,13.538059,21.48,0.0,0
9,18.614159,15.913225,13.538059,21.48,0.0,0
10,18.614159,15.913225,13.538059,21.48,0.0,0
