0,26.296667,23.617687,18.09247,24.28,24.28,46
1,26.296667,24.852104,23.864956,31.88,7.599999999999998,10
2,26.296667,25.276434,24.615688,33.12,1.2399999999999984,3
3,26.296667,25.591013,25.188503,34.52,1.4000000000000057,3
4,26.296667,25.76089,25.526745,37.34,2.8200000000000003,1
5,26.296667,25.937136,25.627897,41.96,4.619999999999997,1
6,26.296667,26.066723,25.878223,48.22,6.259999999999998,0
7,26.296667,26.074095,25.910454,49.24,1.0200000000000031,0
8,26.296667,26.078691,25.952757,51.34,2.1000000000000014,0
9,26.296667,26.10049,25.952757,51.96,0.6199999999999974,0
