0,22.978539,20.203033,15.557915,24.28,24.28,46
1,23.951698,22.01614,21.124685,33.02,8.740000000000002,11
2,24.076204,22.555265,21.82459,35.34,2.3200000000000003,0
3,24.076204,23.149853,22.427526,42.66,7.319999999999993,0
4,24.076204,23.65897,23.06183,46.92,4.260000000000005,0
5,24.076204,23.794853,23.273293,46.34,-0.5799999999999983,0
6,24.076204,23.823828,23.4305,46.48,0.13999999999999346,0
7,24.076204,23.823828,23.4305,46.48,0.0,0
8,24.076204,23.826773,23.4305,46.72,0.240000000000002,0
9,24.076204,23.829718,23.4305,46.96,0.240000000000002,0
