0,19.838245,14.090743,7.3974433,24.28,24.28,46
1,19.062418,15.850038,14.299961,40.18,15.899999999999999,8
2,20.239153,16.738377,15.244018,48.0,7.82,5
3,20.239153,18.050745,16.840927,52.26,4.259999999999998,2
4,20.239153,18.964058,18.159094,50.68,-1.5799999999999983,0
5,20.239153,19.393847,18.69527,58.14,7.460000000000001,0
6,20.239153,19.915533,18.764297,60.52,2.3800000000000026,0
7,20.239153,20.239151,20.239153,54.0,-6.520000000000003,0
8,20.239153,20.239151,20.239153,54.0,0.0,0
9,20.239153,20.239151,20.239153,54.0,0.0,0
