0,26.529583,23.152739,18.09247,25.38,25.38,86
1,26.529583,24.359524,18.09247,35.23,9.849999999999998,17
2,26.529583,25.08839,22.509539,42.22,6.990000000000002,6
3,26.756165,25.376593,23.656645,46.04,3.8200000000000003,6
4,26.756165,25.650154,24.655363,49.15,3.1099999999999994,5
5,27.24307,25.946348,24.984015,52.43,3.280000000000001,3
6,27.44469,26.183218,25.135437,57.64,5.210000000000001,4
7,27.44469,26.49385,25.392763,60.29,2.6499999999999986,2
8,27.44469,26.708931,25.392763,63.77,3.480000000000004,4
9,27.44469,26.893183,25.71446,69.2,5.43,0
