0,27.97948,24.18294,19.278536,25.38,25.38,86
1,27.97948,25.696314,21.202238,40.93,15.55,31
2,27.97948,26.44929,23.369402,47.35,6.420000000000002,5
3,27.97948,26.838018,24.541498,55.17,7.82,4
4,27.97948,27.091099,25.345476,60.5,5.329999999999998,5
5,27.97948,27.305927,26.125515,63.31,2.8100000000000023,1
6,27.97948,27.428831,26.509666,64.86,1.5499999999999972,1
7,27.97948,27.478205,27.021124,65.62,0.7600000000000051,1
8,27.999233,27.535471,27.056204,67.53,1.9099999999999966,0
9,27.999233,27.587126,27.056204,68.69,1.1599999999999966,0
