0,17.525013,12.864886,7.4724207,20.85,20.85,53
0,17.525013,12.864886,7.4724207,20.85,20.85,53
0,17.525013,12.864886,7.4724207,20.85,20.85,53
1,16.36675,13.105728,5.905729,32.4,11.549999999999997,4
2,17.298193,14.877505,12.299944,34.8,2.3999999999999986,2
3,16.667439,14.996776,12.607168,33.05,-1.75,1
4,17.298193,15.301463,12.607168,45.4,12.350000000000001,0
5,18.942257,16.583927,16.293877,59.75,14.350000000000001,0
6,18.942257,16.931683,16.293877,64.55,4.799999999999997,0
7,18.942257,16.836746,14.590096,59.2,-5.349999999999994,0
8,18.942257,18.268017,16.694792,66.4,7.200000000000003,0
9,18.942257,18.942257,18.942257,67.0,0.5999999999999943,0
